ID del item,Nombre del item,Total de ventas (CLP),Cantidad vendida
55,coastal comfort soft arnes lima m,269910.0,9.0
1023,daily stuff cama nido estilo garra,269910.0,9.0
342,labyes tears,269850.0,15.0
1492,jg air wand con juguete,266860.0,11.0
1067,brit pate & meat puppy 400 g,266050.0,85.0
1485,gotham flyharness size 4,265302.10000000003,7.0
1517,timothy bungalow m,265300.0,7.0
528,zd blue air-leash,265300.0,7.0
1126,complete grain free ferret diet 2.5kg.,264530.0,7.0
1416,bordeau adj. air mesh harness large,264000.0,10.0
1656,zd bordeau adjustable air mesh harness medium,262900.0,11.0
480,zd volt adj. air mesh harness medium,262900.0,11.0
1306,cama cubo chica cata pet,261840.0,12.0
275,revolution perro 5-10 kg,261800.0,14.0
1112,body cobre talla 4 ( 4,261000.0,18.0
921,comedero interactivo garra marrón y azúl,260390.0,13.0
301,afp mighty rex toro,259900.0,10.0
1731,hematon b12 jarabe 100ml,258910.0,17.0
1091,cerenia comp. 60 mg.,256960.0,11.0
1157,cama chiporro xl catapet,255920.0,8.0
820,coastal sublime collar diamond l,254850.0,15.0
1736,timoty clubbungalow-l,254500.0,5.0
1592,le salon essentials peine combinado smal,253900.0,10.0
154,revolution perro 2-5 kg,253350.0,15.0
500,coastal k9 explorer arnes acolchado guinda m,251930.0,7.0
1203,nexgard spectra 1 tab 7,251820.0,18.0
436,jaula tubby pequenos animales,251300.0,7.0
1355,shampoo regepipel plus 150 ml,249840.0,24.0
949,rimadyl 25 mg x 14 tabletas ,249760.0,14.0
1661,marina termocalefactor pre-set 100w -22c,247920.0,8.0
1599,brit care gf puppy salmon 1 kg,246210.0,29.0
298,afp fetch dog n treat,244510.0,7.0
462,pawise bola para golosinas gato,243390.0,61.0
497,ampolleta repti glo 5.0 tropical13 w,242910.0,9.0
455,furminator long hair deshedding tolls cat,242730.0,9.0
914,planet dog snoop naranja,241890.0,11.0
1532,furminator short hair deshedding tools for dog,241570.0,7.0
360,frontline pipeta perro 20-40kg,240660.0,14.0
1586,respig jarabe,240500.0,25.0
982,ampolleta repti glo 5.0 tropical 26 w,239920.0,8.0
21,ultrafil plusx 20ml gotas,239850.0,15.0
761,cuerda anudada tricolor s,239760.0,81.0
1195,wicked flyharness size 5,239397.0,6.0
897,nexgard 68mg x 1 tab.masticable 10-25k,239220.0,18.0
139,pink led adjustable air mesh harness medium,239000.0,10.0
551,zd candy adj. air mesh harness medium,239000.0,10.0
1566,kertesin 20 mg,238440.0,12.0
1701,meloxivet 60 ml,238400.0,16.0
1571,frontline 100 ml,237830.0,17.0
1100,zd smash adjustable air mesh harness large,237600.0,9.0
639,zd mahalo adjustable air mesh harness large,237600.0,9.0
27,sanitario gato miso,237420.0,9.0
1683,oftal 50 ml.,236930.0,19.0
1475,cama cubo grande cata pet,236530.0,7.0
1716,pink led leash small,236300.0,17.0
1261,coastal lazer brite trailla lime skulls m 1.8m,235080.0,12.0
1601,simparica 120 mg  x 1 tab. 40,234960.0,12.0
1436,habitrail ovo home azul,234950.0,5.0
1422,botella 250 ml peq animales,234530.0,47.0
272,go buggy,234500.0,50.0
1497,zeedog tuff bowl black,233100.0,9.0
1609,zeedog tuff bowl coral,233100.0,9.0
842,body cobre talla 3 ( 3- 4,232000.0,16.0
643,le salon essentials peine desenredar,230890.0,11.0
1419,dog bust-it elimina olor y manchas 710ml,230880.0,12.0
1174,shampoo petever,229860.0,18.0
1544,frontline 250 ml,227880.0,12.0
466,zd crimson air-leash,227400.0,6.0
418,glicopan 125mlcu,226620.0,18.0
1580,dogit alfombrilla educadora  medium 50u,226490.0,11.0
402,parla roja a.c  m,225700.0,10.0
1674,collar isabelino 30 cm nº(6),225360.0,24.0
1357,endogard 30 15/30kilos x 2 tabletas,225150.0,15.0
910,arnes de seguridad para auto talla: m,223860.0,14.0
1732,mother and babycat 1.5 kg,223630.0,11.0
1670,doximicin 100 mg. x 10 comp.,223440.0,19.0
1164,cama zapato gde. cata pets,222530.0,7.0
932,zeedog ella leash small,222400.0,16.0
1352,zd midnight h-harness small,222400.0,16.0
1769,koralen 20 mg (oral),221620.0,14.0
295,coastal sublime collar cubes l,220870.0,13.0
1143,itraskin susp. oral 120 ml,220870.0,13.0
1345,ehliprofeno 20 mg x 10 comp,219940.0,14.0
385,repelente exteriores perro/gato -500ml,219900.0,10.0
136,planet dog guru purpura,219890.0,11.0
754,dermisolona 30 ml suspensión,219750.0,15.0
668,zd midnight leash large,219700.0,13.0
33,frontline plus pipeta perro 10-20 kg.,219200.0,20.0
232,zd army green soft-walk harness large,219000.0,10.0
202,honey h-harness large,218904.40000000002,11.0
1016,zeedog atlanta h-harness large,218130.0,11.0
18,body cobre talla 1,216000.0,16.0
1763,habitrail twist kit,215960.0,4.0
590,power ultra  21 - 40 kg,215840.0,19.0
918,ronaxan 100 mg  x 10 comp.,215800.0,13.0
1703,afp litte buddy blanky piggy,215670.0,13.0
355,coastal sublime trailla flower teal/teal stripe,215490.0,11.0
814,zd neon coral adjustable air mesh harness medium,215100.0,9.0
665,zeedog maze adjustable air mesh harness medium,215100.0,9.0
547,transportin avior,214800.0,6.0
108,brit mono protein lamb & rice 400 g,212400.0,59.0
1534,mamistop 250 gr. (perro),212040.0,18.0
284,zd volt adj. air mesh harness large,211200.0,8.0
728,sand adjustable air mesh harness large,211200.0,8.0
512,bow tie black (my family),210720.0,12.0
615,catit 2.0 fte bebedera flor mini 1.5lt,209950.0,5.0
1453,dogit cable enganche 4.5m mas estaca,209900.0,10.0
80,planet dog mazee verde,209900.0,10.0
1141,rostrum otico x 15ml gotas,209440.0,17.0
801,ofloxacino 0.3 x 10 ml.,209000.0,11.0
980,coastal k9 explorer arnes acolchado naranja s,207920.0,8.0
748,"zeus bozal alpha ""l""",207920.0,8.0
1036,zd ella adjustable air mesh harness medium,207120.0,8.0
589,cama zapato- mediano catapet,206320.0,8.0
38,power ultra 5 - 10 kg,204930.0,23.0
800,transimed x 15 ml,204320.0,16.0
1770,zd bordeau adjustable air mesh harness large,204180.0,6.0
510,zeedog nara leash large,202800.0,12.0
378,zd artsy h-harness medium,202800.0,12.0
1228,frontline plus pipeta perro 20-40 kg.,201500.0,13.0
945,black big circle  bone (my family),201370.0,13.0
852,frontline plus pipeta perro 2-10 kg.,201080.0,22.0
1427,zd ella adjustable air mesh harness large,200200.0,7.0
1040,sucravet,199900.0,10.0
892,le salon cepillo alisador autolimpiante,199900.0,10.0
857,afp travel dog arnes seguridad m,197910.0,9.0
1400,power 1 p. 21-40 kg,197820.0,18.0
965,parka t/6 cata pets,197010.0,9.0
1298,ocubiotic,195860.0,14.0
1697,drontal plus 35kg,195300.0,14.0
1122,furminator short hair deshedding tools for cat,193980.0,6.0
422,cream labrador  (my family),193160.0,11.0
351,white persian  (my family),193160.0,11.0
439,zeedog phantom adjustable air mesh harness small,193000.0,10.0
1081,perfume sir dog musk 80 ml.,192850.0,19.0
250,body cobre talla 5 ( 5,192000.0,12.0
987,zeus bozal alpha  m ,191920.0,8.0
1426,coastal lazer brite collar rainbow hearts l,191880.0,12.0
183,high range reptile thermometer,191520.0,48.0
121,zd bordeau ruff leash large,191200.0,8.0
853,zd hawkins stranger  adj. air mesh harness medium,191200.0,8.0
1473,baño p/gato prima (cerrado),190710.0,9.0
1319,zd cali dos air-leash,189500.0,5.0
574,afp treat hider ardilla,186890.0,11.0
291,drontal puppy  ,186150.0,17.0
527,zd artsy leash large,185900.0,11.0
1077,pink big circle bone (my family),185880.0,12.0
1035,zd phantom adjustable air mesh harness large,184800.0,7.0
1182,comedero interactivo gato planta blanco y verde,181800.0,10.0
356,zeedog neopro bubblegum leash large,180960.0,8.0
219,light blue glam paw (my family),180300.0,5.0
1263,simparica 20 mg x 3 tab. 5,180270.0,9.0
1284,royal can. hepatic canine 1.5 kg.,179900.0,10.0
198,planet dog lil snoop royal,179900.0,10.0
101,ratón portagolosina rosado,179400.0,60.0
781,zd smash h-harness large,179100.0,9.0
711,zd army green h-harness large,179100.0,9.0
788,zeedog brain fried,178470.0,9.0
1602,zeus arnes fig.h  xl  grafito,177900.0,10.0
1123,zeus arnes fig.h xl rojo,177900.0,10.0
1105,coastal sublime trailla chevrons/navy,176310.0,9.0
90,coastal lazer brite trailla rainbow hearts m 1.8m,176310.0,9.0
406,coastal lazer brite collar lime skulls l,175890.0,11.0
213,coastal maslow  plato paw azul 1596 ml,175890.0,11.0
302,moon (my family),175600.0,10.0
34,daisy (my family),175600.0,10.0
1541,body perro 6 verde,175520.0,8.0
1676,body cobre talla 0,175500.0,13.0
1639,doximicin jarabe x 60 ml,174420.0,17.0
588,zeedog neon coral handsfree leash,174300.0,7.0
5,royal canin renal support felino lata 145 gr,173550.0,65.0
1407,timothy tunel,172200.0,7.0
244,canine i/d lata x low fat 370 grs,171600.0,40.0
437,dragoxilo 220 mg  x 10 comp.,170160.0,12.0
540,zeedog fatboy soft-walk harness medium,169560.0,9.0
591,zd midnight h-harness medium,169000.0,10.0
1130,zeedog atlanta leash large,168400.0,10.0
1714,zeedog phantom h-harness medium,168400.0,10.0
806,afp chill out ice bandana,167860.0,14.0
1723,zd army green ruff leash large,167300.0,7.0
815,puzzle ruff leash large,167300.0,7.0
1398,blast h-harness small,166800.0,12.0
884,capa arnè talla 4 cata pets,164900.0,10.0
564,zeedog neopro bubblegum collar large,163350.0,11.0
1315,daily stuff cama peluche,160930.0,7.0
1199,coastal maslow  plato pup rosado 1596 ml,159900.0,10.0
786,jaula transporte pratiko metal 1,159530.0,7.0
231,zd army green soft-walk harness small,159500.0,11.0
110,petever plus oral,158220.0,18.0
1496,fox terrier (my family),158040.0,9.0
283,chocolate labrador  (my family),158040.0,9.0
1682,power 1 p. 11-20 kg,156230.0,17.0
386,brit mono protein turkey 400 g,154800.0,43.0
1374,zd midnight adjustable air mesh harness small,154400.0,8.0
1007,fritz adjustable air mesh small,154400.0,8.0
1015,zd bordeau h-harness small,152900.0,11.0
1343,blast leash small,152900.0,11.0
1317,zeedog mahalo leash small,152350.0,11.0
691,zd army green h-harness medium,152100.0,9.0
1757,zd bordeau leash large,152100.0,9.0
944,shampoo alerdrag,151500.0,15.0
1302,zeedog same h-harness large,151200.0,8.0
741,fp atlas 20 / transportadora 58x37x32h cm,150420.0,6.0
1391,mixantip plus 15 gr,149850.0,15.0
636,colirama viral x 10 ml.,149240.0,7.0
1450,zd neopro blue collar large,149000.0,10.0
1612,ehlimoato,147810.0,13.0
1086,"zeus bozal alpha ""s""",146930.0,7.0
1693,frontline plus pipeta gato,146240.0,16.0
1730,nexgard 11,145990.0,13.0
572,afp classic orel conejo,143910.0,9.0
705,ursovet 60 ml,143850.0,15.0
1120,zeedog atlanta adjustable air mesh harness medium,143400.0,6.0
529,zd midnight adjustable air mesh harness medium,143400.0,6.0
576,zeedog zee.pad grey 30 unid.,142720.0,8.0
666,zeedog phantom collar large,141460.0,11.0
911,perfume sir dog lady 80 ml.,141260.0,14.0
105,dermisolona 20mg x10 com,140940.0,9.0
1432,body perro 0 verde,140720.0,8.0
1181,le salon esse corta uða alicate l/dog,140690.0,11.0
1551,ladybug (my family),140480.0,8.0
126,afp treat hider perro,140310.0,9.0
1020,zeus bozal alpha  xs ,139930.0,7.0
769,coastal sparkle collar broche metal  azul xs,139900.0,10.0
1024,afp chill out ice bandana,139900.0,10.0
840,collar isabelino 20 cm nº(4),139800.0,20.0
685,zd skull 2.0 h-harness large,139300.0,7.0
315,zeedog phantom h-harness large,138810.0,7.0
448,brit care cat sterilized tuna pate with shrimps 70grs,137600.0,86.0
927,sand leash large,135200.0,8.0
144,zd skull 2.0 h-harness medium,135200.0,8.0
703,zd neon coral leash large,135200.0,8.0
303,zd skull 2.0 leash large,135200.0,8.0
939,columbia leash large,135200.0,8.0
858,zd smash adjustable air mesh harness small,135100.0,7.0
593,bliss adjustable air mesh harness small,135100.0,7.0
1136,zd ella adjustable air mesh harness small,135100.0,7.0
600,arnes nacional extra grande a. doctor,134260.0,14.0
827,black & tan dachshund (my family),133300.0,10.0
8,arnes nacional grande a. doctor,131040.0,16.0
940,afp lamb dog cuddle con nudos,130410.0,9.0
750,coastal new earth collar de soya fucsia xs,128660.0,14.0
995,furminator grooming rake for dog/cat,128200.0,10.0
115,collar isabelino 25 cm nº(5),127500.0,15.0
1542,zeedog skull leash small,127000.0,10.0
1276,allerderm spot  hasta 10 kg (un),126500.0,23.0
390,pawise holow hipopotamo,125820.0,18.0
256,brit pate & meat salmon 400 gr,125200.0,40.0
1598,exo terra placa calefactora 8 w,124950.0,5.0
1101,zeedog neopro bubblegum h-harness small,124880.0,7.0
586,zeedog phantom leash small,124650.0,9.0
340,zeedog deep blue handsfree leash,124500.0,5.0
1142,afp chill out pista hielo,123950.0,5.0
803,nanormen perros-gatos 20ml pirantel 5%,123450.0,15.0
39,advantix 10-25 kg ,123090.0,11.0
96,red big circle bone (my family),123000.0,10.0
1648,zeus arnes fig.h  l  azuldenim,122310.0,9.0
1186,exo terra ampolleta infraroja 50 w.,121410.0,9.0
1026,capa polar chiporro t/0 cata pets,120770.0,13.0
438,zeedog brain dead,120000.0,12.0
1249,zeedog mahalo adjustable air mesh harness medium,119500.0,5.0
197,zd honey adjustable air mesh harness medium,119500.0,5.0
255,zd artsy h-harness large,119400.0,6.0
802,coastal sublime collar teal stripe l,118930.0,7.0
770,zeedog mahalo h-harness extra small,118600.0,10.0
731,blocks h-harness medium,118300.0,7.0
218,zeedog phantom leash large,118300.0,7.0
1679,zeus nosh hueso duro sabor tocino m,116870.0,13.0
988,zeus nosh hueso flex cachorro sabor pollo m,116870.0,13.0
1000,afp litte buddy comforting gator,116720.0,8.0
696,zeedog mahalo adjustable air mesh harness small,115800.0,6.0
743,ultimate blue adjustable air mesh harness small,115800.0,6.0
1021,zeedog maze adjustable air mesh harness small,115800.0,6.0
1418,zeedog tarot adjustable air mesh harness small,115800.0,6.0
1549,zeedog ella collar large,115740.0,9.0
698,simparica 5 mg  x 1 tab. 1,115360.0,14.0
1342,small heart aluminum blue (my family),114080.0,16.0
989,coastal comfort soft arnes azul s,113940.0,6.0
1358,coastal comfort soft arnes morado s,113940.0,6.0
985,coastal lazer brite collar diamond,113880.0,12.0
458,zd carbon air-leash,113700.0,3.0
170,military big (my family),113600.0,10.0
1189,parka t/3 cata pets,113340.0,6.0
1087,coastal style trailla brown paw l 1,113310.0,9.0
1778,zeedog phantom air mesh plus harness medium,112150.0,5.0
3,zd neon coral leash small,111200.0,8.0
1232,dipramida 0,110330.0,17.0
542,"zeus arnes fig.a ""m"" celeste",109900.0,10.0
1522,shampoo traper espuma seca perro 170 cc,109780.0,22.0
86,happy home repelente para mascotas 1 lt.,109780.0,11.0
1740,happy home biocontrolador 1 lt.,109780.0,11.0
309,zd artsy collar medium,109000.0,10.0
299,zeedog phantom collar medium,109000.0,10.0
831,marina termocalefactor pre-set 50w- 15cm,107960.0,4.0
1615,gumi juguete mastica/limpia congelable-s,107910.0,9.0
64,zeedog honey adjustable air mesh harness extra small,105700.0,7.0
330,miracanis pasta ,105560.0,14.0
1614,nm jfc urine destroyer quart cat,105520.0,8.0
1575,zeedog cyclops,105420.0,7.0
1507,bichon frise (my family),105360.0,6.0
990,heart i love my dog (my family),105360.0,6.0
1202,adiestrador de cachorros -500ml,104930.0,7.0
516,planet dog zanahoria,104930.0,7.0
1294,coastal glow in the dark collar cat,104900.0,10.0
757,coastal style collar tropical flower l,104900.0,10.0
289,coastal k9 explorer arnes acolchado guinda s,103960.0,4.0
792,zd smash collar large,103200.0,8.0
1009,parka t/8 cata pets,103160.0,4.0
849,dispensador alimento maya l / (1500),102300.0,10.0
1307,lw tunel peq. animales,102120.0,6.0
224,zeedog gotham air mesh plus harness extra small,101600.0,8.0
1569,bliss h-harness medium,101400.0,6.0
737,zd neon coral h-harness medium,101400.0,6.0
1478,blast h-harness medium,101400.0,6.0
1041,lola h-harness medium,101400.0,6.0
191,zeedog ella leash large,101040.0,6.0
411,zeedog mahalo leash large,101040.0,6.0
774,zeedog mahalo h-harness medium,101040.0,6.0
169,casa igloo small (hamster),100320.0,48.0
1013,alfombrilla 30 unid,99900.0,10.0
745,zd army green handsfree leash,99600.0,4.0
1301,zeus arnes fig.a  m  azuldenim,98910.0,9.0
967,naxpet 30 mg x 10 comp. raza gde.,98720.0,8.0
704,laguna collar medium,98103.59999999999,9.0
1197,honey leash extra small,98103.59999999999,9.0
207,zd artsy h-harness small,97300.0,7.0
103,sand h-harness small,97300.0,7.0
753,zd army green h-harness small,97300.0,7.0
399,zeedog atlanta leash small,96950.0,7.0
1038,multi-color pet playpen,96850.0,5.0
1457,pink led adjustable air mesh harness small,96500.0,5.0
501,repelente interiores perros-300ml,95940.0,6.0
719,zeedog prisma adjustable air mesh harness medium,95600.0,4.0
851,zeus arnes fig.h  l  rojo,95130.0,7.0
1064,zd army green collar extra small,94800.0,12.0
324,dogit repuesto filtro carbon (91400),94590.0,9.0
796,zeedog salina h-harness large,94500.0,5.0
1337,capa polar chiporro t/5 cata pets,94430.0,7.0
984,coastal lazer brite collar lime skulls s/m,94410.0,9.0
523,revolution plus 0.25 ml (1.25 a 2.5 kg) x 1p,93690.0,9.0
1098,chip animall tag,93500.0,11.0
1271,small bone aluminum blue (my family),92690.0,13.0
468,big bone golden brass (my family),92000.0,10.0
1540,catit rasguðador  banca ,91960.0,4.0
1484,afp pups perrito mini,91920.0,8.0
926,calmedrag 30 comp.,91920.0,8.0
1019,zeedog skull h-harness medium,91800.0,6.0
98,correa retractil,90930.0,7.0
286,zd neon coral adjustable air mesh harness extra small,90600.0,6.0
650,zd midnight adjustable air mesh harness extra small,90600.0,6.0
1356,dog a dent cepillo,90580.0,14.0
370,nm advanced stain & odor eliminator,90350.0,5.0
518,zd artsy collar large,90300.0,7.0
550,zd neon coral collar large,90300.0,7.0
10,soporte carpeta orientadora borde-plasti,90260.0,2.0
317,gastroenteril x 120 ml ,90090.0,7.0
1080,coastal comfort soft arnes morado m,89970.0,3.0
481,afp doggies zapato oveja,89950.0,5.0
1471,fp atlas 10 / transportadora 48x32,89940.0,6.0
167,nm alfombrilla training 50 un,89940.0,6.0
1205,mm tirebiterii small 9.5 cm c/cuerda,89910.0,9.0
941,nutrafin limpiador biologico 120ml,89900.0,10.0
1729,zeedog neopro green h-harness large,89600.0,4.0
1243,repelente de gatos spray int.,89530.0,7.0
1560,blast collar small,89100.0,9.0
129,zd artsy collar small,89100.0,9.0
1251,zeedog skull h-harness small,88900.0,7.0
1584,zeedog super pear,88830.0,9.0
1380,coastal style trailla red bones m 1,88130.0,7.0
1443,coastal style trailla pink dots l 1,88130.0,7.0
1409,paracan cachorro 15 ml,88020.0,18.0
97,nexgard spectra 1 tabl.masticable 2,87920.0,8.0
1349,le salon essential cepillo carda small,87920.0,8.0
1109,pawise hipopotamo con tirador,87890.0,11.0
372,padlock (my family),87800.0,5.0
816,zd puzzle ruff leash small,87600.0,4.0
1508,lw bebedero vidrio  eco +  - 355 ml,87480.0,9.0
1259,coastal sublime collar pink s/m,87430.0,7.0
533,zeedog gotham ruff leash small,87320.0,4.0
1073,zeedog chroma leash extra small,87200.0,8.0
1288,body cobre talla 2 ( 2 - 3 kg ),87000.0,6.0
1278,hartz jfc twirl & whirl cat toy,86970.0,13.0
563,zeedog prisma leash extra small,86880.0,8.0
217,cordon amarre 16 mm (largo)  a. doctor,86310.0,9.0
1425,florafix pet pasta probiotico 15 grs,85520.0,8.0
1772,le salon eesentials cepillo de goma oval,85410.0,9.0
447,timothy carrot,85410.0,9.0
1066,gumi juguete mastica/limpia congelable-m,84950.0,5.0
1148,coastal sublime collar purple l,84950.0,5.0
1677,honey leash large,84502.0,5.0
1588,ultimate blue leash large,84500.0,5.0
854,bliss leash large,84500.0,5.0
915,zeedog prisma h-harness medium,84500.0,5.0
1547,zd smash h-harness medium,84500.0,5.0
1129,zeedog split leash large,84500.0,5.0
1636,zeedog gotham h-harness medium,84200.0,5.0
1033,zeedog prisma leash large,84200.0,5.0
979,afp chill out mat de enfriamiento medium,83970.0,3.0
1491,dreamwell cama redonda gris/blanco 56cm,83970.0,3.0
365,daily stuff transportadora route 1,83940.0,6.0
145,pawise arnes y cinturon de seguridad m,83940.0,6.0
47,poleron t/4 cata pets,83930.0,7.0
1564,nexgard spectra 1 tab 3,83930.0,7.0
909,pawise fetch it  hipopotamo,83880.0,12.0
0,zeedog nara leash small,83400.0,6.0
664,zeedog tarot leash small,83400.0,6.0
1348,zd artsy leash small,83400.0,6.0
375,ultimate blue leash small,83400.0,6.0
1754,heno de hierba de huerto 425gr,83340.0,9.0
118,zd neon coral leash + harness set,83300.0,7.0
873,zeedog prisma h-harness small,83100.0,6.0
1468,zeedog phantom harness + leash set,83020.0,7.0
1691,zeedog ella h-harness extra small,83020.0,7.0
1070,coastal new earth trailla de soya indigo 1,82140.0,6.0
1061,simparica 40 mg  x 1 tab. 10,81920.0,8.0
454,afp doggies pantufla perro,81830.0,7.0
297,dogit alfombrilla educadora  medium 30un,80940.0,6.0
1518,advantix 4-10 kg,80910.0,9.0
1140,pishio auricular,80500.0,7.0
608,zeus collar semifijo  xl  rojo,80430.0,7.0
63,dreamwell cama rectangular woof azul,79980.0,2.0
1746,white european shorthair (my family),79980.0,6.0
871,big bone bronx studs xl (my family),79980.0,6.0
894,afp classic felicy ardilla,79950.0,5.0
452,afp chill out ice bandana,79950.0,5.0
1608,coastal maslow  plato paw rosado 1596 ml,79950.0,5.0
791,coastal comfort soft arnes azul xs,79950.0,5.0
1266,le salon esse. corta uða alicate l/cat,79920.0,8.0
738,hartz chew n clean tuff bone dog toy - large,79900.0,10.0
981,columbia leash small,79500.0,5.0
1704,zeedog prisma h-harness large,79320.0,4.0
235,zd artsy adjustable air mesh harness large,79200.0,3.0
1290,zd honey adjustable air mesh harness large,79200.0,3.0
1505,zeus trailla dobl asa  m  coral 1,79200.0,11.0
42,le salon essentials guante para cepillar,79200.0,6.0
1037,zd army green adjustable air mesh harness large,79200.0,3.0
695,zeedog phantom collar small,79200.0,8.0
1320,oftavet,78640.0,4.0
866,small round aluminum red (my family),78430.0,11.0
1149,comedero interactivo hexágono azul,78360.0,4.0
660,coastal sublime trailla flower pink/pink,78360.0,4.0
917,biopower,77990.0,11.0
504,vp tuffy ocean creature whale 7.6x20.3x30.5 cm/ts8,77940.0,6.0
1469,zeus collar ajustable  xl  rojo,77900.0,10.0
845,bowl 20 cm,77870.0,13.0
1605,hartz frisky frolic dog toy,77870.0,13.0
1620,collar isabelino 15 cm nº(3),77400.0,12.0
829,zeedog nara adjustable air mesh harness small,77200.0,4.0
316,zeedog prisma adjustable air mesh harness small,77200.0,4.0
1603,zd artsy adjustable air mesh harness small,77200.0,4.0
261,zeedog zee.mat black,77160.0,6.0
1428,zeedog mahalo collar large,77160.0,6.0
1314,zeedog prisma collar large,77160.0,6.0
1610,advantage gatos <4 kg,77130.0,9.0
288,zeus arnes fig.a  m  rojo,76930.0,7.0
844,zeedog pipp,76860.0,7.0
1441,senses desing circuito rapido luminoso,76760.0,4.0
409,zeedog poop bags refill box (w/4 rolls),76700.0,13.0
393,zd army green adjustable air mesh harness small,76560.0,2.0
1025,l.w. bebedero hermetico 400 ml,76410.0,9.0
922,big bone pink,76300.0,7.0
135,zd smash collar medium,76300.0,7.0
978,zd skull 2.0 collar medium,76300.0,7.0
674,zd army green collar medium,76300.0,7.0
1359,zeedog peppermint leash extra small,75998.16,8.0
924,capa polar chiporro t/8 cata pets,75560.0,4.0
1133,coastal style trailla red bones l 1,75540.0,6.0
883,coastal style trailla resolve m 1,75540.0,6.0
1262,"zeus trailla dobl asa ""m"" rojo 1",75510.0,9.0
790,zd ella adjustable air mesh harness extra small,75500.0,5.0
200,pawise hollow pollito,75270.0,13.0
420,catit filtro fuente triple accion 2 un,75120.0,8.0
1048,royal canin gastrointestinal lata 145grs,75110.0,29.0
489,shampoo ehlinger (hipohalerg.) 250 ml.,75040.0,16.0
1474,pawise cama verde perros,74950.0,5.0
1351,nf jfc more spraying 709 ml,74950.0,5.0
1062,power spray 100 ml,74950.0,5.0
1215,le salon cepillo alisador goma large,74830.0,7.0
1735,zd neon coral adjustable air mesh harness small,74640.0,3.0
29,manitol 500ml,74400.0,10.0
907,simparica 20 mg x 1 tab. 5,74160.0,8.0
782,capa polar chiporro t/2 cata pets,74130.0,7.0
617,heno de pasto timothy 425gr,74080.0,8.0
1055,red big circle paw (my family),73800.0,6.0
558,canine - feline a/d lata x 156 gms,73760.0,8.0
1291,coastal lazer brite collar pink multi flowers s/m,73430.0,7.0
1229,zeus trailla dobl asa  l  rojo 1,73430.0,7.0
1088,coastal style collar brown paw l,73430.0,7.0
84,gumi juguete hilo dental seda  s ,71940.0,6.0
1607,dogit estaca de enganche manilla roja,71920.0,8.0
869,"gumi juguete hilo dental seda ""mini""",71920.0,8.0
479,coastal style collar teal purple diamonds s,71910.0,9.0
1147,afp mighty rex pelota durable,71910.0,9.0
491,coastal fashion collar hearts,71910.0,9.0
1144,coastal fashion collar blossoms,71910.0,9.0
1751,zeus arnes fig. a  s  grafito,71910.0,9.0
1671,coastal fashion collar scales,71910.0,9.0
1464,coastal maslow plato cobre martillado 709 ml,71910.0,9.0
1665,bliss adjustable air mesh harness medium,71700.0,3.0
997,zeedog phantom adjustable air mesh harness medium,71700.0,3.0
628,zd honey ruff leash large,71700.0,3.0
182,zd artsy adjustable air mesh harness medium,71700.0,3.0
1533,espuma seca canish 160 ml,71680.0,14.0
1762,catit desing zona de confort,71670.0,3.0
285,zeedog finger puppets,71600.0,4.0
689,allerderm spot sobre 10 kg (un),71500.0,11.0
548,zeedog fatboy ruff leash large,71460.0,3.0
1316,correa trailla 2 mt g.a,71400.0,6.0
1442,zeedog mahleb collar medium,71400.0,7.0
1170,zd skull 2.0 harness + leash set,71400.0,6.0
1322,zeus nosh hueso duro sabor tocino s,71390.0,11.0
971,happy home educador sanitario 230 ml.,71390.0,11.0
659,lw sustrato natural peq. anim. verde-10l,71340.0,6.0
428,big round aluminum red (my family),71300.0,10.0
1042,espuma seca ehlinger spray 265 ml,71220.0,6.0
1194,go bowl pink small,71103.69,9.0
1208,coastal style collar skulls m,70400.0,8.0
161,english bulldog (my family),70240.0,4.0
1292,i love mom (my family),70240.0,4.0
1406,crown (my family),70240.0,4.0
146,afp ultrasonic ardilla,70000.0,5.0
554,zeedog brain freeze,70000.0,7.0
395,planet dog nooks amarillo felicidad,69950.0,5.0
1059,lw. bola de ejercicio con base,69950.0,5.0
609,nm urinen destroyer perro - quart,69950.0,5.0
1198,coastal sparkle trailla plata 1,69950.0,5.0
1001,dogit pañales desechables,69950.0,5.0
130,coastal maslow  plato pup verde 384 ml,69900.0,10.0
706,coastal style collar brown paw xs,69900.0,10.0
1619,pawise hollow elefante,69900.0,10.0
398,coastal maslow  plato pup azul 384 ml,69900.0,10.0
1742,clever pet bowl ondas,69800.0,10.0
1506,capa polar chiporro t/3 cata pets,69540.0,6.0
1030,"planet dog planet ball azul/verde ""s""",69540.0,6.0
994,ultimate blue h-harness small,69500.0,5.0
1784,zeedog split leash small,69500.0,5.0
181,zd pacco leash small,69500.0,5.0
206,zd neon coral h-harness small,69500.0,5.0
1632,zeedog mahalo collar small,69300.0,7.0
1161,zeedog phantom h-harness small,69250.0,5.0
186,rueda de erizo/roedor,69160.0,4.0
127,power ultra 11 - 20  kg,69090.0,7.0
1287,furminator long hair deshedding tools for dog,69020.0,2.0
1479,"zeus collar semifij ""xl"" azul denim",68940.0,6.0
775,zeus trailla dobl asa 1,68940.0,6.0
1635,timothy mat,68880.0,7.0
1134,power ultra 2 - 4 kg,68490.0,9.0
1063,coastal new earth trailla de soya menta 1,68450.0,5.0
1579,cloranfenicol spray 80 gr.,68310.0,9.0
